Unnamed: 0,ParticipantID,posture,score,surface,dexterity,form,orientation,rating
78,participant_19,Below_Right_Fist_0,3,Below,Right,Fist,0,Comfort
79,participant_20,Below_Right_Fist_0,5,Below,Right,Fist,0,Comfort
80,participant_21,Below_Right_Fist_0,5,Below,Right,Fist,0,Comfort
81,participant_22,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
82,participant_23,Below_Right_Fist_0,3,Below,Right,Fist,0,Comfort
83,participant_24,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
84,participate_25,Below_Right_Fist_0,3,Below,Right,Fist,0,Comfort
85,participant_26,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
86,participant_27,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
87,participant_28,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
88,participant_29,Below_Right_Fist_0,2,Below,Right,Fist,0,Comfort
89,participant_30,Below_Right_Fist_0,4,Below,Right,Fist,0,Comfort
90,participant_1,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
91,participant_2,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
92,participant_3,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
93,participant_4,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
94,participant_5,Below_Right_Fist_0,1,Below,Right,Fist,0,Preference
95,participant_6,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
96,participant_7,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
97,participant_8,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
98,participant_9,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
99,participant_10,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
100,participant_11,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
101,participant_12,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
102,participant_13,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
103,participant_14,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
104,participant_15,Below_Right_Fist_0,2,Below,Right,Fist,0,Preference
105,participant_16,Below_Right_Fist_0,5,Below,Right,Fist,0,Preference
106,participant_17,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
107,participant_18,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
108,participant_19,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
109,participant_20,Below_Right_Fist_0,2,Below,Right,Fist,0,Preference
110,participant_21,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
111,participant_22,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
112,participant_23,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
113,participant_24,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
114,participate_25,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
115,participant_26,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
116,participant_27,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
117,participant_28,Below_Right_Fist_0,4,Below,Right,Fist,0,Preference
118,participant_29,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
119,participant_30,Below_Right_Fist_0,3,Below,Right,Fist,0,Preference
120,participant_1,Below_Left_Fist_90,2,Below,Left,Fist,90,Comfort
121,participant_2,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
122,participant_3,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
123,participant_4,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
124,participant_5,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
125,participant_6,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
126,participant_7,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
127,participant_8,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
128,participant_9,Below_Left_Fist_90,3,Below,Left,Fist,90,Comfort
129,participant_10,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
130,participant_11,Below_Left_Fist_90,2,Below,Left,Fist,90,Comfort
131,participant_12,Below_Left_Fist_90,1,Below,Left,Fist,90,Comfort
132,participant_13,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
133,participant_14,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
134,participant_15,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
135,participant_16,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
136,participant_17,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
137,participant_18,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
138,participant_19,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
139,participant_20,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
140,participant_21,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
141,participant_22,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
142,participant_23,Below_Left_Fist_90,4,Below,Left,Fist,90,Comfort
143,participant_24,Below_Left_Fist_90,2,Below,Left,Fist,90,Comfort
144,participate_25,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
145,participant_26,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
146,participant_27,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
147,participant_28,Below_Left_Fist_90,2,Below,Left,Fist,90,Comfort
148,participant_29,Below_Left_Fist_90,1,Below,Left,Fist,90,Comfort
149,participant_30,Below_Left_Fist_90,5,Below,Left,Fist,90,Comfort
150,participant_1,Below_Left_Fist_90,2,Below,Left,Fist,90,Preference
151,participant_2,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
152,participant_3,Below_Left_Fist_90,3,Below,Left,Fist,90,Preference
153,participant_4,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
154,participant_5,Below_Left_Fist_90,3,Below,Left,Fist,90,Preference
155,participant_6,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
156,participant_7,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
157,participant_8,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
158,participant_9,Below_Left_Fist_90,3,Below,Left,Fist,90,Preference
159,participant_10,Below_Left_Fist_90,3,Below,Left,Fist,90,Preference
160,participant_11,Below_Left_Fist_90,2,Below,Left,Fist,90,Preference
161,participant_12,Below_Left_Fist_90,1,Below,Left,Fist,90,Preference
162,participant_13,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
163,participant_14,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
164,participant_15,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
165,participant_16,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
166,participant_17,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
167,participant_18,Below_Left_Fist_90,3,Below,Left,Fist,90,Preference
168,participant_19,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
169,participant_20,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
170,participant_21,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
171,participant_22,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
172,participant_23,Below_Left_Fist_90,4,Below,Left,Fist,90,Preference
173,participant_24,Below_Left_Fist_90,1,Below,Left,Fist,90,Preference
174,participate_25,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
175,participant_26,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
176,participant_27,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
177,participant_28,Below_Left_Fist_90,2,Below,Left,Fist,90,Preference
178,participant_29,Below_Left_Fist_90,1,Below,Left,Fist,90,Preference
179,participant_30,Below_Left_Fist_90,5,Below,Left,Fist,90,Preference
180,participant_1,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
181,participant_2,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
182,participant_3,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
183,participant_4,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
184,participant_5,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
185,participant_6,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
186,participant_7,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
187,participant_8,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
188,participant_9,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
189,participant_10,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
190,participant_11,Below_Right_Fist_90,3,Below,Right,Fist,90,Comfort
191,participant_12,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
192,participant_13,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
193,participant_14,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
194,participant_15,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
195,participant_16,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
196,participant_17,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
197,participant_18,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
198,participant_19,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
199,participant_20,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
200,participant_21,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
201,participant_22,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
202,participant_23,Below_Right_Fist_90,4,Below,Right,Fist,90,Comfort
203,participant_24,Below_Right_Fist_90,2,Below,Right,Fist,90,Comfort
204,participate_25,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
205,participant_26,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
206,participant_27,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
207,participant_28,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
208,participant_29,Below_Right_Fist_90,1,Below,Right,Fist,90,Comfort
209,participant_30,Below_Right_Fist_90,5,Below,Right,Fist,90,Comfort
210,participant_1,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
211,participant_2,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
212,participant_3,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
213,participant_4,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
214,participant_5,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
215,participant_6,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
216,participant_7,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
217,participant_8,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
218,participant_9,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
219,participant_10,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
220,participant_11,Below_Right_Fist_90,3,Below,Right,Fist,90,Preference
221,participant_12,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
222,participant_13,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
223,participant_14,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
224,participant_15,Below_Right_Fist_90,3,Below,Right,Fist,90,Preference
225,participant_16,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
226,participant_17,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
227,participant_18,Below_Right_Fist_90,3,Below,Right,Fist,90,Preference
228,participant_19,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
229,participant_20,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
230,participant_21,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
231,participant_22,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
232,participant_23,Below_Right_Fist_90,4,Below,Right,Fist,90,Preference
233,participant_24,Below_Right_Fist_90,1,Below,Right,Fist,90,Preference
234,participate_25,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
235,participant_26,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
236,participant_27,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
237,participant_28,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
238,participant_29,Below_Right_Fist_90,1,Below,Right,Fist,90,Preference
239,participant_30,Below_Right_Fist_90,5,Below,Right,Fist,90,Preference
240,participant_1,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
241,participant_2,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
242,participant_3,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
243,participant_4,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
244,participant_5,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
245,participant_6,Below_Left_Fist_180,4,Below,Left,Fist,180,Comfort
246,participant_7,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
247,participant_8,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
248,participant_9,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
249,participant_10,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
250,participant_11,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
251,participant_12,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
252,participant_13,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
253,participant_14,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
254,participant_15,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
255,participant_16,Below_Left_Fist_180,4,Below,Left,Fist,180,Comfort
256,participant_17,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
257,participant_18,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
258,participant_19,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
259,participant_20,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
260,participant_21,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
261,participant_22,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
262,participant_23,Below_Left_Fist_180,3,Below,Left,Fist,180,Comfort
263,participant_24,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
264,participate_25,Below_Left_Fist_180,4,Below,Left,Fist,180,Comfort
265,participant_26,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
266,participant_27,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
267,participant_28,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
268,participant_29,Below_Left_Fist_180,1,Below,Left,Fist,180,Comfort
269,participant_30,Below_Left_Fist_180,2,Below,Left,Fist,180,Comfort
270,participant_1,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
271,participant_2,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
272,participant_3,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
273,participant_4,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
274,participant_5,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
275,participant_6,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
276,participant_7,Below_Left_Fist_180,3,Below,Left,Fist,180,Preference
277,participant_8,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
278,participant_9,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
279,participant_10,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
280,participant_11,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
281,participant_12,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
282,participant_13,Below_Left_Fist_180,3,Below,Left,Fist,180,Preference
283,participant_14,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
284,participant_15,Below_Left_Fist_180,3,Below,Left,Fist,180,Preference
285,participant_16,Below_Left_Fist_180,5,Below,Left,Fist,180,Preference
286,participant_17,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
287,participant_18,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
288,participant_19,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
289,participant_20,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
290,participant_21,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
291,participant_22,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
292,participant_23,Below_Left_Fist_180,3,Below,Left,Fist,180,Preference
293,participant_24,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
294,participate_25,Below_Left_Fist_180,4,Below,Left,Fist,180,Preference
295,participant_26,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
296,participant_27,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
297,participant_28,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
298,participant_29,Below_Left_Fist_180,1,Below,Left,Fist,180,Preference
299,participant_30,Below_Left_Fist_180,2,Below,Left,Fist,180,Preference
300,participant_1,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
301,participant_2,Below_Right_Fist_180,1,Below,Right,Fist,180,Comfort
302,participant_3,Below_Right_Fist_180,4,Below,Right,Fist,180,Comfort
303,participant_4,Below_Right_Fist_180,5,Below,Right,Fist,180,Comfort
304,participant_5,Below_Right_Fist_180,1,Below,Right,Fist,180,Comfort
305,participant_6,Below_Right_Fist_180,4,Below,Right,Fist,180,Comfort
306,participant_7,Below_Right_Fist_180,4,Below,Right,Fist,180,Comfort
307,participant_8,Below_Right_Fist_180,1,Below,Right,Fist,180,Comfort
308,participant_9,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
309,participant_10,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
310,participant_11,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
311,participant_12,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
312,participant_13,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
313,participant_14,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
314,participant_15,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
315,participant_16,Below_Right_Fist_180,4,Below,Right,Fist,180,Comfort
316,participant_17,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
317,participant_18,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
318,participant_19,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
319,participant_20,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
320,participant_21,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
321,participant_22,Below_Right_Fist_180,1,Below,Right,Fist,180,Comfort
322,participant_23,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
323,participant_24,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
324,participate_25,Below_Right_Fist_180,4,Below,Right,Fist,180,Comfort
325,participant_26,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
326,participant_27,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
327,participant_28,Below_Right_Fist_180,2,Below,Right,Fist,180,Comfort
328,participant_29,Below_Right_Fist_180,1,Below,Right,Fist,180,Comfort
329,participant_30,Below_Right_Fist_180,3,Below,Right,Fist,180,Comfort
330,participant_1,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
331,participant_2,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
332,participant_3,Below_Right_Fist_180,3,Below,Right,Fist,180,Preference
333,participant_4,Below_Right_Fist_180,5,Below,Right,Fist,180,Preference
334,participant_5,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
335,participant_6,Below_Right_Fist_180,4,Below,Right,Fist,180,Preference
336,participant_7,Below_Right_Fist_180,4,Below,Right,Fist,180,Preference
337,participant_8,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
338,participant_9,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
339,participant_10,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
340,participant_11,Below_Right_Fist_180,3,Below,Right,Fist,180,Preference
341,participant_12,Below_Right_Fist_180,3,Below,Right,Fist,180,Preference
342,participant_13,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
343,participant_14,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
344,participant_15,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
345,participant_16,Below_Right_Fist_180,5,Below,Right,Fist,180,Preference
346,participant_17,Below_Right_Fist_180,4,Below,Right,Fist,180,Preference
347,participant_18,Below_Right_Fist_180,4,Below,Right,Fist,180,Preference
348,participant_19,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
349,participant_20,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
350,participant_21,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
351,participant_22,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
352,participant_23,Below_Right_Fist_180,3,Below,Right,Fist,180,Preference
353,participant_24,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
354,participate_25,Below_Right_Fist_180,4,Below,Right,Fist,180,Preference
355,participant_26,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
356,participant_27,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
357,participant_28,Below_Right_Fist_180,2,Below,Right,Fist,180,Preference
358,participant_29,Below_Right_Fist_180,1,Below,Right,Fist,180,Preference
359,participant_30,Below_Right_Fist_180,3,Below,Right,Fist,180,Preference
360,participant_1,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
361,participant_2,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
362,participant_3,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
363,participant_4,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
364,participant_5,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
365,participant_6,Below_Left_Palm_0,4,Below,Left,Palm,0,Comfort
366,participant_7,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
367,participant_8,Below_Left_Palm_0,2,Below,Left,Palm,0,Comfort
368,participant_9,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
369,participant_10,Below_Left_Palm_0,5,Below,Left,Palm,0,Comfort
370,participant_11,Below_Left_Palm_0,3,Below,Left,Palm,0,Comfort
